Site_ID,Serial_No,Object_No,Item,File,Caption,Display_Order,As_found,Estimated_Original,Notes
S10,348,B000L03,Lintel,detail_assets/stone_objects/AI_348.jpg,Lintel,1,"Prasat Yeai Poeun, S10 tower","Prasat Yeai Poeun, S10 tower",
N11,349,B000L04,Lintel,detail_assets/stone_objects/AI_349.jpg,Lintel,1,"Prasat Sambor, N11 tower","Prasat Sambor, N11 tower",
M039,350,B000L05,Lintel,detail_assets/stone_objects/AI_350.jpg,Lintel,1,"M.39 (Trapeang Ropheak, Z1 Ndoor)","M.39 (Trapeang Ropheak, Z1, N door)",
N20-3,352,B000L07,Lintel,detail_assets/stone_objects/AI_352.jpg,Lintel,1,M.13 (N20-3),M.13 (N20-3),
M031,355,B000L10,Lintel,detail_assets/stone_objects/AI_355.jpg,Lintel,1,M.31 (C6-3),Unknown,
M052,356,B000L11,Lintel,detail_assets/stone_objects/AI_356.jpg,Lintel,5,"M.52 (Robang Romeas, K9 tower)","M.52 (Robang Romeas, K9 tower)",
S8,358,B000L13,Lintel,detail_assets/stone_objects/AI_358.jpg,Lintel,1,"Prasat Yeai Poeun, S8 tower","Prasat Yeai Poeun, S8 tower",
S5,359,B000L14,Lintel,detail_assets/stone_objects/AI_359.jpg,Lintel,1,"Prasat Yeai Poeun, S5 tower","Prasat Yeai Poeun, S5 tower",
K4,360,B000L15,Lintel,detail_assets/stone_objects/AI_360.jpg,Lintel,1,"M.52 (Robang Romeas, K4 tower)","M.52 (Robang Romeas, K4 tower)",
M024,361,B000L16,Lintel,detail_assets/stone_objects/AI_361.jpg,Lintel,8,Prasat Yeai Poeun,Unknown,
N1,367,B000P01,Pedestal,detail_assets/stone_objects/AI_367.jpg,Pedestal,1,"Prasat Sambor, N1 tower (?)",Unknown,
K5,368,B000P02,Pedestal,detail_assets/stone_objects/AI_368.jpg,Pedestal,1,"M.52 (Robang Romeas, K5 tower)","M.52 (Robang Romeas, K5 tower)",
M020,369,B000P03,Pedestal,detail_assets/stone_objects/AI_369.jpg,Pedestal,2,Prasat Sambor,Unknown,
M103,370,B000P04,Pedestal,detail_assets/stone_objects/AI_370.jpg,Pedestal,1,M.103( Khnach Tol),Unknown,
M075,373,B000P07,Pedestal,detail_assets/stone_objects/AI_373.jpg,Pedestal,2,M.75 (Donmong),Unknown,
M075,374,B000P08,Pedestal,detail_assets/stone_objects/AI_374.jpg,Pedestal,3,M.75 (Donmong),Unknown,
M075,375,B000P09,Pedestal,detail_assets/stone_objects/AI_375.jpg,Pedestal,4,M.75 (Donmong),"M.75 (Donmong, north tower)",
M075,376,B000P10,Pedestal,detail_assets/stone_objects/AI_376.jpg,Pedestal,5,M.75 (Donmong),Unknown,
M075,377,B000P11,Pedestal,detail_assets/stone_objects/AI_377.jpg,Pedestal,6,M.75 (Donmong),Unknown,
M075,378,B000P12,Pedestal,detail_assets/stone_objects/AI_378.jpg,Pedestal,7,M.75 (Donmong),Unknown,
M109,379,B000P13,Pedestal,detail_assets/stone_objects/AI_379.jpg,Pedestal,1,M.109 (Toek Sampoch),Unknown,
M026,381,B000S02,Statue,detail_assets/stone_objects/AI_381.jpg,Statue,1,Prasat Tao,Unknown,Site_ID mapping requires confirmation: Prasat Tao
M020,382,B000S03,Statue,detail_assets/stone_objects/AI_382.jpg,Statue,3,Prasat Sambor,Unknown,
M003,383,B000S04,Statue,detail_assets/stone_objects/AI_383.jpg,Statue,1,M.3 (Wat Chas),M.3 (Wat Chas),
M010,384,B000S05,Statue,detail_assets/stone_objects/AI_384.jpg,Statue,1,M.10 (N21 tower),M.10 (N21 tower),
M010,385,B000S06,Statue,detail_assets/stone_objects/AI_385.jpg,Statue,2,M.10 (N21 tower),M.10 (N21 tower),
N8,386,B000S07,Statue,detail_assets/stone_objects/AI_386.jpg,Statue,1,"Pr. Sambor, North side of N8 tower",Unknown,
N8,389,B000S10,Statue,detail_assets/stone_objects/AI_389.jpg,Statue,2,"Prasat Sambor, N8 tower","Prasat Sambor, N8 tower",
M075,390,B000U01,Unknown,detail_assets/stone_objects/AI_390.jpg,Unknown,8,M.75 (Donmong),Unknown,
M003,391,B000U02,Unknown,detail_assets/stone_objects/AI_391.jpg,Unknown,2,M.3 (Wat Chas),Unknown,
M052,395,B000U06,Unknown,detail_assets/stone_objects/AI_395.jpg,Unknown,6,M.52 (Robang Romeas),Unknown,
N1,402,N000C01,Colonnette,detail_assets/stone_objects/AI_402.jpg,Colonnette,2,East side of N1 tower,Unknown,
N1,403,N000C02,Colonnette,detail_assets/stone_objects/AI_403.jpg,Colonnette,3,East side of N1 tower,Unknown,
N7,404,N000C03,Colonnette,detail_assets/stone_objects/AI_404.jpg,Colonnette,1,East side of N7 tower,Unknown,
N9,405,N000F01,Finial,detail_assets/stone_objects/AI_405.jpg,Finial,1,South side of N9 tower,Unknown,
N1,406,N000P01,Pedestal,detail_assets/stone_objects/AI_406.jpg,Pedestal,4,East side of N1 tower,Unknown,
N8,407,N000P02,Pedestal,detail_assets/stone_objects/AI_407.jpg,Pedestal,3,East side of N8 tower,Unknown,
N8,408,N000P03,Pedestal,detail_assets/stone_objects/AI_408.jpg,Pedestal,4,East side of N8 tower,Unknown,
N7,422,N070E01,Base of colonnette,detail_assets/stone_objects/AI_422.jpg,Base of colonnette,2,North-east of N7 tower,N7 tower,
N7,423,N070L01,Lintel,detail_assets/stone_objects/AI_423.jpg,Lintel,3,East side of N7 tower,N7 tower,
N8,424,N080U01,Unknown,detail_assets/stone_objects/AI_424.jpg,Unknown,5,In the looted pit of N8 tower,Unknown,
N9,425,N090P01,Pedestal,detail_assets/stone_objects/AI_425.jpg,Pedestal,2,West side of N9 tower,Unknown,
N10,426,N100W01,Drainage,detail_assets/stone_objects/AI_426.jpg,Drainage,1,West side of N10 tower,Unknown,
N11,427,N110E01,Base of colonnette,detail_assets/stone_objects/AI_427.jpg,Base of colonnette,2,East side of N11 tower,Unknown,
N13,428,N130P01,Pedestal,detail_assets/stone_objects/AI_428.jpg,Pedestal,1,East side of N13 tower,Unknown,
N14-1,429,N141H01,Hook,detail_assets/stone_objects/AI_429.jpg,Hook,1,In the looted pit of N14-1 tower,N14-1 tower,
N14-1,430,N141H02,Hook,detail_assets/stone_objects/AI_430.jpg,Hook,2,In the looted pit of N14-1 tower,N14-1 tower,
N14-1,431,N141L01,Lintel,detail_assets/stone_objects/AI_431.jpg,Lintel,3,North-east of N14-1 tower (in mound),N14-1 tower,
N14-1,432,N141U01,Unknown,detail_assets/stone_objects/AI_432.jpg,Unknown,4,In the looted pit of N14-1 tower,N14-1 tower,
N14-2,435,N142P01,Pedestal,detail_assets/stone_objects/AI_435.jpg,Pedestal,2,In the mound of N14-2,N14-2,
N25,436,N250C01,Colonnette,detail_assets/stone_objects/AI_436.jpg,Colonnette,1,East side of N25 gate,Unknown,
N25,437,N250E01,Base of colonnette,detail_assets/stone_objects/AI_437.jpg,Base of colonnette,2,East side of N25,Unknown,
N25,438,N250L01,Lintel,detail_assets/stone_objects/AI_438.jpg,Lintel,3,East side of N25,Unknown,
N35,439,N350M01,Moonstone,detail_assets/stone_objects/AI_439.jpg,Moonstone,1,North-east of N35 tower,N35 tower,
N36,440,N360M01,Moonstone,detail_assets/stone_objects/AI_440.jpg,Moonstone,1,West side of N36 tower,N36 tower,
N36,441,N360U01,Unknown,detail_assets/stone_objects/AI_441.jpg,Unknown,2,South side of N36 tower,N36 tower,
C9-1,442,C091P01,Pedestal,detail_assets/stone_objects/AI_442.jpg,Pedestal,1,North-west side of C9-1 tower,C9-1 tower,
C18-2,443,C182P01,Pedestal,detail_assets/stone_objects/AI_443.jpg,Pedestal,1,North side of C18-2 tower,Unknown,
C18-2,444,C182P02,Pedestal,detail_assets/stone_objects/AI_444.jpg,Pedestal,2,North side of C18-2,Unknown,
C18-4,445,C184P01,Pedestal,detail_assets/stone_objects/AI_445.jpg,Pedestal,1,North side of C18-4 tower,Unknown,
C18-4,446,C184P02,Pedestal,detail_assets/stone_objects/AI_446.jpg,Pedestal,2,North side of C18-4,Unknown,
S1,447,S000C01,Colonnette,detail_assets/stone_objects/AI_447.jpg,Colonnette,1,South-east side of S1 tower,Unknown,
S1,448,S000C02,Colonnette,detail_assets/stone_objects/AI_448.jpg,Colonnette,2,South-east side of S1 tower,Unknown,
S1,449,S000C03,Colonnette,detail_assets/stone_objects/AI_449.jpg,Colonnette,3,South-east side of S1 tower,Unknown,
S17-5,452,S000C06,Colonnette,detail_assets/stone_objects/AI_452.jpg,Colonnette,1,South side of S17-5,Unknown,
S17-5,453,S000C07,Colonnette,detail_assets/stone_objects/AI_453.jpg,Colonnette,2,South side of S17-5,Unknown,
S17-5,454,S000C08,Colonnette,detail_assets/stone_objects/AI_454.jpg,Colonnette,3,South side of S17-5,Unknown,
S17-5,455,S000C09,Colonnette,detail_assets/stone_objects/AI_455.jpg,Colonnette,4,South side of S17-5,Unknown,
S17-5,456,S000C10,Colonnette,detail_assets/stone_objects/AI_456.jpg,Colonnette,5,South side of S17-5 tower,Unknown,
S11,457,S000C11,Colonnette,detail_assets/stone_objects/AI_457.jpg,Colonnette,2,Inside of S11 tower,S11 tower,
S17-5,458,S000C12,Colonnette,detail_assets/stone_objects/AI_458.jpg,Colonnette,6,South side of S17-5,Unknown,
S15,459,S000E01,Base of colonnette,detail_assets/stone_objects/AI_459.jpg,Base of colonnette,2,East side of S15 tower,Unknown,
S15,460,S000E02,Base of colonnette,detail_assets/stone_objects/AI_460.jpg,Base of colonnette,3,East side of S15 tower,Unknown,
S17-5,461,S000E03,Base of colonnette,detail_assets/stone_objects/AI_461.jpg,Base of colonnette,7,East side of S17-5,Unknown,
S15,462,S000P01,Pedestal,detail_assets/stone_objects/AI_462.jpg,Pedestal,4,East side of S15 towr,Unknown,
S15,463,S000P02,Pedestal,detail_assets/stone_objects/AI_463.jpg,Pedestal,5,East side of S15 tower,Unknown,
S1,465,S000U01,Unknown,detail_assets/stone_objects/AI_465.jpg,Unknown,4,North-east side of S1 tower,Unknown,
S1,466,S000U02,Unknown,detail_assets/stone_objects/AI_466.jpg,Unknown,5,North-east side of S1 tower,Unknown,
S1,467,S000U03,Unknown,detail_assets/stone_objects/AI_467.jpg,Unknown,6,North side of S1 tower,Unknown,
S1,468,S000U04,Unknown,detail_assets/stone_objects/AI_468.jpg,Unknown,7,South-east side of S1 tower,Unknown,
S1,472,S010C04,Colonnette,detail_assets/stone_objects/AI_472.jpg,Colonnette,8,South-east side of S1 tower,"S1 tower (east door, north colonnette)",
S1,473,S010C05,Colonnette,detail_assets/stone_objects/AI_473.jpg,Colonnette,9,South-east side of S1 tower,"S1 tower (east door, north colonnette)",
S1,474,S010C06,Colonnette,detail_assets/stone_objects/AI_474.jpg,Colonnette,10,South-west side of S1 tower,"S1 tower (west door, unknown S or N)",
S1,484,S010C16,Colonnette,detail_assets/stone_objects/AI_484.jpg,Colonnette,11,North-east side of S1 tower,"S1 tower (north door, unknown E or W)",
S1,487,S010L01,Lintel,detail_assets/stone_objects/AI_487.jpg,Lintel,12,South-east of S1 tower,S1 tower (south door),
S1,488,S010M01,Moonstone,detail_assets/stone_objects/AI_488.jpg,Moonstone,13,South-east of S1 tower,Unknown,
S1,489,S010M02,Moonstone,detail_assets/stone_objects/AI_489.jpg,Moonstone,14,South-west of S1 tower,Unknown,
S3,490,S030C01,Colonnette,detail_assets/stone_objects/AI_490.jpg,Colonnette,1,East side of S3 tower,S3 tower,
S3,491,S030C02,Colonnette,detail_assets/stone_objects/AI_491.jpg,Colonnette,2,Inside of S3 tower,S3 tower,
S3,492,S030L01,Lintel,detail_assets/stone_objects/AI_492.jpg,Lintel,3,On the mound of S3 tower,Unknown,
S8,493,S080L01,Lintel,detail_assets/stone_objects/AI_493.jpg,Lintel,2,East side of S8 tower,Unknown,
S8,494,S080L02,Lintel,detail_assets/stone_objects/AI_494.jpg,Lintel,3,East side of S8 tower,Unknown,
M023,495,S140W01,Drainage,detail_assets/stone_objects/AI_495.jpg,Drainage,1,North-east side of S14 tower,Unknown,
S17-1,496,S171P01,Pedestal,detail_assets/stone_objects/AI_496.jpg,Pedestal,1,Inside of S17-1 tower,S17-1 tower,
S17-1,497,S171P02,Pedestal,detail_assets/stone_objects/AI_497.jpg,Pedestal,2,North side of S17-1 tower,S17-1 tower,
S17-4,498,S174P01,Pedestal,detail_assets/stone_objects/AI_498.jpg,Pedestal,1,North-west side of S17-4 tower,S17-4 tower,
S17-4,499,S174P02,Pedestal,detail_assets/stone_objects/AI_499.jpg,Pedestal,2,North-west of S17-4 tower,S17-4 tower,
S17-4,500,S174P03,Pedestal,detail_assets/stone_objects/AI_500.jpg,Pedestal,3,North-east of S17-4 tower,S17-4 tower,
S17-4,501,S174P04,Pedestal,detail_assets/stone_objects/AI_501.jpg,Pedestal,4,South-east side of S17-4 tower,S17-4 tower,
S17-5,502,S175P01,Pedestal,detail_assets/stone_objects/AI_502.jpg,Pedestal,8,In the looted pit of S17-5 tower,S17-5 tower,
S17-5,503,S175P02,Pedestal,detail_assets/stone_objects/AI_503.jpg,Pedestal,9,South-west side of S17-5 twoer,S17-5 tower,
S17-5,504,S175P03,Pedestal,detail_assets/stone_objects/AI_504.jpg,Pedestal,10,North-east side of S17-5 tower,S17-5 tower,
S17-5,505,S175P04,Pedestal,detail_assets/stone_objects/AI_505.jpg,Pedestal,11,West side of S17-5 tower,S17-5 tower,
S17-7,506,S177P01,Pedestal,detail_assets/stone_objects/AI_506.jpg,Pedestal,1,South side of S17-7 tower,S17-7 tower,
S17-7,507,S177P02,Pedestal,detail_assets/stone_objects/AI_507.jpg,Pedestal,2,South side of S17-7 tower,S17-7 tower,
S17-7,508,S177P03,Pedestal,detail_assets/stone_objects/AI_508.jpg,Pedestal,3,South side of S17-7 tower,S17-7 tower,
S17-7,509,S177P04,Pedestal,detail_assets/stone_objects/AI_509.jpg,Pedestal,4,South side of S17-7 tower,S17-7 tower,
S18-3,510,S183L01,Lintel,detail_assets/stone_objects/AI_510.jpg,Lintel,1,West side of S18-3 tower,S18-3 tower,
S18-3,511,S183L02,Lintel,detail_assets/stone_objects/AI_511.jpg,Lintel,2,North side of S18-3 tower,S18-3 tower,
M001,512,M001A01,Antefix,detail_assets/stone_objects/AI_512.jpg,Antefix,1,"M.1, Pr. Kuk Svay (in Nak Ta shrine)",M.1,
M001,513,M001A02,Antefix,detail_assets/stone_objects/AI_513.jpg,Antefix,2,"M.1, Pr. Kuk Svay (in Nak Ta shrine)",M.1,
M001,514,M001A03,Antefix,detail_assets/stone_objects/AI_514.jpg,Antefix,3,"M.1, Pr. Kuk Svay (in Nak Ta shrine)",M.1,
M001,515,M001C01,Colonette,detail_assets/stone_objects/AI_515.jpg,Colonette,4,"South side of M.1, Pr. Kuk Svay",M.1,
M001,516,M001P01,Pedestal,detail_assets/stone_objects/AI_516.jpg,Pedestal,5,"East side of M.1, Pr. Kuk Svay",M.1,
M001,517,M001U01,Unknown,detail_assets/stone_objects/AI_517.jpg,Unknown,6,"South-east side of M.1, Pr. Kuk Svay",M.1,
M001,518,M001U02,Unknown,detail_assets/stone_objects/AI_518.jpg,Unknown,7,"South-east of M.1,  Prasat Kuk Svay",M.1,
M001,519,M001U03,Unknown,detail_assets/stone_objects/AI_519.jpg,Unknown,8,"South-east of M.1,  Prasat Kuk Svay",M.1,
M001,520,M001U04,Unknown,detail_assets/stone_objects/AI_520.jpg,Unknown,9,"South-east of M.1,  Prasat Kuk Svay",M.1,
M001,521,M001U05,Unknown,detail_assets/stone_objects/AI_521.jpg,Unknown,10,"South-east of M.1,  Prasat Kuk Svay",M.1,
M001,522,M001U06,Unknown,detail_assets/stone_objects/AI_522.jpg,Unknown,11,"South-east of M.1,  Prasat Kuk Svay",M.1,
M001,523,M001U07,Unknown,detail_assets/stone_objects/AI_523.jpg,Unknown,12,"South-east of M.1,  Prasat Kuk Svay",M.1,
M001,524,M001U08,Unknown,detail_assets/stone_objects/AI_524.jpg,Unknown,13,"South-east of M.1,  Prasat Kuk Svay",M.1,
M001,525,M001U09,Unknown,detail_assets/stone_objects/AI_525.jpg,Unknown,14,"South-east of M.1,  Prasat Kuk Svay",M.1,
M001,526,M001U10,Unknown,detail_assets/stone_objects/AI_526.jpg,Unknown,15,"In the looted pit of M.1, Pr. Kuk Svay",M.1,
M001,527,M001W01,Drainage,detail_assets/stone_objects/AI_527.jpg,Drainage,16,"South-east of M.1, Prasat Kuk Svay",M.1,
M002,528,M002A01,Antefix,detail_assets/stone_objects/AI_528.jpg,Antefix,1,"M.2, on Nak ta shrine",Unknown,
M002,529,M002A02,Antefix,detail_assets/stone_objects/AI_529.jpg,Antefix,2,"M.2, on Nak Ta shrine",Unknown,
M003,530,M003P01,Pedestal,detail_assets/stone_objects/AI_530.jpg,Pedestal,3,"South side of M.3, Wat Cas",M.3,
M003,531,M003P02,Pedestal,detail_assets/stone_objects/AI_531.jpg,Pedestal,4,"North side of M.3, Wat Cas",M.3,
M003,532,M003P03,Pedestal,detail_assets/stone_objects/AI_532.jpg,Pedestal,5,"West side of M.3, Wat Cas",M.3,
M006,533,M006L01,Lintel,detail_assets/stone_objects/AI_533.jpg,Lintel,1,"East side of M.6, Prasat Kong Veang",M.6,
M006,534,M006U01,Unknown,detail_assets/stone_objects/AI_534.jpg,Unknown,2,"North-east of M.6, Prasat Kong Veang",M.6,
M006,535,M006U02,Unknown,detail_assets/stone_objects/AI_535.jpg,Unknown,3,"North-east of M.6, Prasat Kong Veang",M.6,
M006,536,M006U03,Unknown,detail_assets/stone_objects/AI_536.jpg,Unknown,4,"North-east of M.6, Prasat Kong Veang",M.6,
M011,537,M011E01,Base of colonnette,detail_assets/stone_objects/AI_537.jpg,Base of colonnette,1,East side of M.11 (N32-3),M.11,
M011,538,M011P01,Pedestal,detail_assets/stone_objects/AI_538.jpg,Pedestal,2,South side of M.11 (N32-2),M.11,
M013,539,M013D01,Doorframe,detail_assets/stone_objects/AI_539.jpg,Doorframe,2,North-west of M.13 (N20-3),M.13,
M013,540,M013D02,Doorframe,detail_assets/stone_objects/AI_540.jpg,Doorframe,3,East side of M.13 (N20-3),M.13,
M013,541,M013P01,Pedestal,detail_assets/stone_objects/AI_541.jpg,Pedestal,4,South-east side of M.13 (N20-3),M.13,
M013,542,M013P02,Pedestal,detail_assets/stone_objects/AI_542.jpg,Pedestal,5,North-east side of M.13 (N20-3),M.13,
M013,543,M013P03,Pedestal,detail_assets/stone_objects/AI_543.jpg,Pedestal,6,South side of  M.13 (N20-2),M.13,
M013,544,M013P04,Pedestal,detail_assets/stone_objects/AI_544.jpg,Pedestal,7,East side of M.13 (N20-1),M.13,
M013,545,M013P05,Pedestal,detail_assets/stone_objects/AI_545.jpg,Pedestal,8,North-west of M.13 (N20-3),M.13,
M013,546,M013P06,Pedestal,detail_assets/stone_objects/AI_546.jpg,Pedestal,9,North-west of M.13 (N20-3),M.13,
M013,547,M013S01,Step,detail_assets/stone_objects/AI_547.jpg,Step,10,East sideof M.13 (N20-2),M.13,
M013,548,M013U01,Unknown,detail_assets/stone_objects/AI_548.jpg,Unknown,11,East side of M.13 (N20-3),M.13,
M013,549,M013U02,Unknown,detail_assets/stone_objects/AI_549.jpg,Unknown,12,North-west of M.13 (N20-3),M.13,
M013,550,M013U03,Unknown,detail_assets/stone_objects/AI_550.jpg,Unknown,13,North-west side of M.13 (N20-3),M.13,
M013,551,M013U04,Unknown,detail_assets/stone_objects/AI_551.jpg,Unknown,14,South-east of M.13 (N20-2),M.13,
M013,552,M013U05,Unknown,detail_assets/stone_objects/AI_552.jpg,Unknown,15,South-east of M.13 (N20-2),M.13,
M013,553,M013U06,Unknown,detail_assets/stone_objects/AI_553.jpg,Unknown,16,South-east of M.13 (N20-2),M.13,
M013,554,M013U07,Unknown,detail_assets/stone_objects/AI_554.jpg,Unknown,17,South-east of M.13 (N20-2),M.13,
M015,555,M015D01,Doorframe,detail_assets/stone_objects/AI_555.jpg,Doorframe,1,North side of M.15 (N15),M.15,
M015,556,M015D02,Doorframe,detail_assets/stone_objects/AI_556.jpg,Doorframe,2,North side of M.15 (N15),M.15,
M015,557,M015D03,Doorframe,detail_assets/stone_objects/AI_557.jpg,Doorframe,3,North side of M.15 (N15),M.15,
M015,558,M015P01,Pedestal,detail_assets/stone_objects/AI_558.jpg,Pedestal,4,Inside of M.15 (N15),M.15,
M019,559,M019P01,Pedestal,detail_assets/stone_objects/AI_559.jpg,Pedestal,1,East side of M.19 (N23),M.19,
M029,560,M029D01,Doorframe,detail_assets/stone_objects/AI_560.jpg,Doorframe,1,South-west of M.29 (C6-2),M.29,
M029,561,M029P01,Pedestal,detail_assets/stone_objects/AI_561.jpg,Pedestal,2,South side of M.29 (C6-2),M.29,
M029,562,M029P02,Pedestal,detail_assets/stone_objects/AI_562.jpg,Pedestal,3,North side of M.29 (C6-2),M.29,
M029,563,M029U01,Unknown,detail_assets/stone_objects/AI_563.jpg,Unknown,4,East side of M.29 (C6-2),M.29,
M039,564,M039P01,Pedestal,detail_assets/stone_objects/AI_564.jpg,Pedestal,2,"M.39, Z5","M.39, Z5",
M039,565,M039P02,Pedestal,detail_assets/stone_objects/AI_565.jpg,Pedestal,3,"East side of M.39, Trapeang Ropeak (Z4)","M.39, Z4",
M040,566,M040H01,Hook,detail_assets/stone_objects/AI_566.jpg,Hook,1,Inside of M.40 (Y),M.40,
M043,567,M043U01,Unknown,detail_assets/stone_objects/AI_567.jpg,Unknown,1,Changkot Sampov,M.43,
M050,568,M050L01,Lintel,detail_assets/stone_objects/AI_568.jpg,Lintel,1,M.50 (Mak Pi),Unknown,
M050,569,M050U01,Unknown,detail_assets/stone_objects/AI_569.jpg,Unknown,2,M.50 (Mak Pi),Unknown,
M050,570,M050U02,Unknown,detail_assets/stone_objects/AI_570.jpg,Unknown,3,M.50 (Mak Pi),Unknown,
M050,571,M050U03,Unknown,detail_assets/stone_objects/AI_571.jpg,Unknown,4,M.50 (Mak Pi),Unknown,
M050,572,M050U04,Unknown,detail_assets/stone_objects/AI_572.jpg,Unknown,5,M.50 (Mak Pi),Unknown,
M050,573,M050U05,Unknown,detail_assets/stone_objects/AI_573.jpg,Unknown,6,M.50 (Mak Pi),Unknown,
M050,574,M050U06,Unknown,detail_assets/stone_objects/AI_574.jpg,Unknown,7,M.50 (Mak Pi),Unknown,
M050,575,M050U07,Unknown,detail_assets/stone_objects/AI_575.jpg,Unknown,8,M.50 (Mak Pi),Unknown,
